id;reference;variation_index;rhythm_type;melody;clef;alter;support_sound;height;tempo;bar;note_length;;
280;2381;1;1;GB dB dB Gd | cA FF GG GG;&;^F;g;0;0;44;1/8;;
281;2382;1;1;GB dB dB Gd | cA FF GG GG;&;^F;g;0;0;44;1/8;;
282;2383;1;1;AA/B/ cA cA GF | GA BG FF FF;&;_B;f;0;0;24;1/8;;
283;2383;2;1;AA/B/ cA cA GF | !mark!E!mark!G !mark!AG FF FF;&;_B;f;0;0;24;1/8;;
284;2384;1;1;GB dd BG c/B/c | AF/A/ BB GG GG;&;^F;g;0;0;24;1/8;;
285;2384;2;1;GB !mark!d/c/d BG c/B/!mark!c/B/ | AF/A/ BB GG GG;&;^F;g;0;0;24;1/8;;
286;2385;1;1;GG AG GE DE | FE FD B,C CC;&;;c;0;0;24;1/8;;
287;2386;1;1;AA FF GG EG | cc B/A/G FF FF;&;_B;f;0;0;44;1/8;;
288;2387;1;1B;G>G GF EC CC | F>F FE CB, B,B,;&;_B _E;b;0;0;34;1/8;;
289;2388;1;1;BB dd cA/B/ cc | AG/A/ BG FF FF;&;_B;f;0;0;24;1/8;;
290;2389;1;1;cA cA cB GB | dc BA AG FF;&;_B;f;0;0;24;1/8;;
291;2389;2;1;cA cA cB GB | dc BA !mark!G!mark!F FF;&;_B;f;0;0;24;1/8;;
292;2390;1;1;AG FD BG GE | AG FE DD DD;&;^F ^C;d;0;0;44;1/8;;
293;2390;2;1;AG FD !mark!AG G!mark!D | AG F!mark!D DD DD;&;^F ^C;d;0;0;44;1/8;;
294;2391;1;1;dB BG BA AA | ec cA cG GG;&;^F;g;0;0;24;1/8;;
295;2392;1;1;dd ed dc AA | cc dc AG GG;&;^F;g;0;0;24;1/8;;
296;2393;1;1;dB ce cA GG | AA cd dG GG;&;^F;g;0;0;24;1/8;;
297;2393;2;1;dB ce cA GG | AA c!mark!B !mark!B!mark!B !mark!B!mark!B;&;^F;g;0;0;24;1/8;;
298;2394;1;1;Bc BA GF EG | AB AF FE EE;&;_B _E  _A;be;0;0;24;1/8;;
299;2395;1;1;AA ee dd BG | AA dd BA AA;&;^F;g;0;1/4=100;24;1/8;;
300;2396;1;1;dd ee dd BG | cc Ac BB AA;&;;a;0;0;24;1/8;;
301;2397;1;1;dd ee dd BG | cc Ac BB AA;&;;a;0;0;24;1/8;;
302;2398;1;1;cc AA BG GF | GG Bd cA AA;&;_B;f;0;0;0;1/8;;
303;2399;1;1;ed cB cA GG | cB cA dc BB;&;;c;0;0;24;1/8;;
304;2399;1;1;ed cB cA GG | cG ed cB cc;&;;c;0;0;24;1/8;;
305;2400;1;1;ed cB cA GG | cB cA dc BB;&;;c;0;0;24;1/8;;
306;2400;1;1;ed cB cA GG | cG ed cB cc;&;;c;0;0;24;1/8;;
307;2401;1;1;ed cB cA GG | cB cA dc BB;&;;c;0;0;24;1/8;;
308;2401;1;1;ed cB cA GG | cG ed cB cc;&;;c;0;0;24;1/8;;
309;2402;1;1;ed cB cA GG | cB cA dc BB;&;;c;0;0;24;1/8;;
310;2402;1;1;ed cB cA GG | cG ed cB cc;&;;c;0;0;24;1/8;;
311;2403;1;1;de dB BG GG | AB AA AG BB;&;^F;g;0;0;24;1/8;;
312;2404;1;1;GE AE GF DC | GD DC GE EE;&;;c;0;0;24;1/8;;
313;2405;1;1;dd cA BG FG | AA BG cc Ac;&;_B;f;0;0;44;1/8;;
314;2406;1;1;dB BG cA AF | AA ce dB BG;&;^F;g;0;0;24;1/8;;
315;2406;2;1;dB BG cA AF | AA !mark!A/B/!mark!c/e/ dB BG;&;^F;g;0;0;24;1/8;;
316;2406;1;1;dB BG BA AF | GG A/B/c/e/ dB BG;&;^F;g;0;0;24;1/8;;
317;2406;2;1;dB BG BA AF | GG !mark!B!mark!e dB BG;&;^F;g;0;0;24;1/8;;
318;2407;1;1;cc ec cA Gd | dB AF GG GG;&;^F;g;0;0;44;1/8;;
319;2408;1;1;GB de dB GB | dc AF cB GG;&;^F;g;0;0;24;1/8;;
320;2409;1;1;dB GG BA dc | cA AE AG ed;&;^F;g;0;0;44;1/8;;
321;2410;1;1;cB/c/ dc cB AF | BG GF/A/ cc cc;&;_B;f;0;0;24;1/8;;
322;2411;1;1;de dB cA AA | cd cA dB BB;&;^F;g;0;0;24;1/8;;
323;2412;1;1;cd cB AG AB | cd cB AG AA;&;_B;"a;f";0;0;44;1/8;;
324;2413;1;1;cd cB AG AB | cd cB AG AA;&;_B;"a;f";0;0;44;1/8;;
325;2414;1;1;dc BA GG GG | cB AG AA AA;&;_B;f;0;0;44;1/8;;
326;2414;2;1;dc BA !mark!c!mark!c !mark!c!mark!c | cB AG !mark!c!mark!c !mark!c!mark!c;&;_B;f;0;0;44;1/8;;
327;2415;1;1;de dB cA AA | cd cA dB BB;&;^F;g;0;0;24;1/8;;
328;2416;1;1;EF GA GF ED | GF ED FE EE;&;;c;0;0;24;1/8;;
329;2417;1;1;BA BF GF DB,/D/ | FE/D/ Cb/C/ DC/F,/ B,B,;&;_B _E;bh;0;0;0;1/8;;
330;2418;1;1;dd/c/ BA BA BG | dd/c/ BA GG GG;&;^F;g;0;0;48;1/8;;
331;2419;1;1;cA AG GF EG | GF FD DC CC;&;;c;0;0;24;1/8;;
332;2419;1;1;cA AG GE EG | FD DF EC CC;&;;c;0;0;24;1/8;;
333;2420;1;1;Gc BA AG GE | AG FD GG FE;&;;c;0;0;24;1/8;;
334;2420;2;1;Gc BA !mark!G!mark!A GE | AG FD G!mark!E !mark!EE;&;;c;0;0;24;1/8;;
335;2421;1;1;cA GG GE GG | FD FF DC GG;&;;c;0;0;24;1/8;;
336;2421;2;1;cA GG GE GG | !mark!F/E/D FF DC GG;&;;c;0;0;24;1/8;;
337;2422;1;1;cA GG GE GG | FD FF DC GG;&;;c;0;0;24;1/8;;
338;2422;2;1;cA GG GE GG | !mark!F/E/D FF DC GG;&;;c;0;0;24;1/8;;
339;2423;1;1;cc ff ee GA | BB dd cc AB;&;_B;f;0;0;24;1/8;;
340;2424;1;1;cc ff ee GA | BB dd cc AB;&;_B;f;0;0;24;1/8;;
341;2425;1;1;GE cA GE EE | FD DD GE EE;&;;c;0;0;24;1/8;;
342;2426;1;1;dB dA AF GE | AF GB AF FF;&;^F;g;0;0;24;1/8;;
343;2427;1;1;AF AF EC CC | EC DE EC CC;&;^F ^C ^G;a;0;0;24;1/8;;
344;2428;1;1;AF AF EC CC | EC DE EC CC;&;^F ^C ^G;a;0;0;24;1/8;;
345;2429;1;1;Ac Ac BA GE | Ac Ac BA AA;&;;a;0;0;44;1/8;;
346;2429;2;1;Ac Ac BA G!mark!A | Ac Ac BA AA;&;;a;0;0;44;1/8;;
347;2429;1;1;Ac Ac BA GE | Ac Ac BA FF;&;;a;0;0;44;1/8;;
348;2429;2;1;Ac Ac BA GE | Ac Ac B!mark!F FF;&;;a;0;0;44;1/8;;
349;2430;1;1;AA cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
350;2430;2;1;!mark!E!mark!E cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
351;2431;1;1;AA cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
352;2431;2;1;!mark!E!mark!E cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
353;2432;1;1;AA cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
354;2432;2;1;!mark!E!mark!E cc EE cc | GG cc GG EE;&;;c;0;0;24;1/8;;
355;2433;1;1;AG dd dc ed | cA GA/B/ cA AA;&;;a;0;0;44;1/8;;
356;2434;1;1;AF AA GE ^C^C | GE GG F^C DD;&;_B;d;0;0;0;1/8;;
357;2435;1;1;Ac cA AG/A/ BB | Bd dB BA AA;&;^F ^C ^G;a;0;0;24;1/8;;
358;2435;2;1;Ac cA AG/A/ BB | !mark!c!mark!c/d/ dB B!mark!G AA;&;^F ^C ^G;a;0;0;24;1/8;;
359;2436;1;1;ee cA cc AA | dd BG cc AA;&;;a;0;0;24;1/8;;
360;2436;2;1;ee cA cc AA | dd B!mark!A cc AA;&;;a;0;0;24;1/8;;
361;2436;1;1;ee cA cc AA | ee cB AA AA;&;;a;0;0;24;1/8;;
362;2437;1;1;dc cA BG dB | BA BG FG GG;&;_B;f;0;0;98;1/8;;
363;2438;1;1;Ae cc ce cB | cA Bd cB AG;&;;"a;g";0;0;0;1/8;;
364;2439;1;1;BB BG GE ED | AA AG BB BB;&;^F;g;0;0;24;1/8;;
365;2440;1;1;GG BB dc cB | dB BA AG GG;&;_B _E;g;0;0;24;1/8;;
366;2441;1;1;ee dB cA AA | ee dB cA AA;&;;a;0;0;24;1/8;;
367;2442;1;1;BG dd cB Ad | cB Ac BG GG;&;_B _E;g;0;0;24;1/8;;
368;2442;2;1;BG dd cB Ad | cB A!mark!B !mark!AG G!mark!B;&;_B _E;g;0;0;24;1/8;;
369;2443;1;1;dc cB cA AA | dB BA GG GG;&;_B _E;g;0;0;24;1/8;;
370;2444;1;1;cd ee eB cB | dc cB BA AA;&;;a;0;0;44;1/8;;
371;2444;2;1;cd ee e!mark!d c!mark!c | dc cB BA AA;&;;a;0;0;44;1/8;;
372;2445;1;1;BB AF AG FE | GG FE GE EE;&;^F;e;0;0;24;1/8;;
373;2446;1;1;BB ed cB ee | de Bc BA AA;&;;a;0;0;44;1/8;;
374;2446;1;1;Be dc Be ee | de Bc BB AA;&;;a;0;0;44;1/8;;
375;2447;1;1;BB ed cB ee | de Bc BA AA;&;;a;0;0;44;1/8;;
376;2447;1;1;Be dc Be ee | de Bc BB AA;&;;a;0;0;44;1/8;;
377;2448;1;1;Gd cB AB dd | cd AB AG GG;&;_B;d;0;0;24;1/8;;
378;2449;1;1/2;FF cA B/c/B/A/ GF | FF AA B/A/G/A/ G HF2;&;_B _E  _A  _D;f;0;0;24;1/8;;
379;2450;1;1;AB cA dc BA | GA BA cB AG;&;_B;f;0;0;0;1/8;;
380;2451;1;1;AA AG {A}AE EF | {G}AG FE DD DD;&;;a;0;0;24;1/8;;
381;2451;2;1;AA AG {A}AE EF | {G}AG F!mark!E/F/ DD DD;&;;a;0;0;24;1/8;;
382;2452;1;1;AA cc ee dd | ee cB cA AA;&;;a;0;0;24;1/8;;
383;2453;1;1;AA ce ed BB | ee ed cB AA;&;;a;0;0;24;1/8;;
384;2454;1;1;AA ce ed eB | cA cd BA AA;&;;a;0;0;24;1/8;;
385;2454;2;1;AA ce ed eB | cA cd !mark!d!mark!B AA;&;;a;0;0;24;1/8;;
386;2455;1;1;Bd dB cA GB | BA/B/ cG BG GA;&;_B _E;g;0;0;44;1/8;;
387;2456;1;1;GB BA BG GE | AA GG AF FF;&;^F;e;0;0;24;1/8;;
388;2457;1;2;GG/A/ Bc dd d Hd2 | cc/d/ cB AA A HA2;&;_B _E;g;0;0;44;1/8;;
389;2458;1;1;cF AF EG GA | BG GE FA AB;&;_B;f;0;0;24;1/8;;
390;2458;2;1;c!mark!A AF !mark!CG G!mark!G | B!mark!E GE FA AB;&;_B;f;0;0;24;1/8;;
391;2459;1;1;cF AF EG GA | BG GE FA AB;&;_B;f;0;0;24;1/8;;
392;2459;2;1;c!mark!A AF !mark!CG G!mark!G | B!mark!E GE FA AB;&;_B;f;0;0;24;1/8;;
393;2460;1;1;BB GG FA AA | AA GG EF GG;&;^F;"e;g";0;0;24;1/8;;
394;2460;2;1;BB GG FA AA | AA !mark!F!mark!E EF GG;&;^F;"e;g";0;0;24;1/8;;
395;2461;1;1;GB GF EG BB | AA GF EF GG;&;^F;"e;g";0;0;0;1/8;;
396;2462;1;1;DF AB AG A/G/F | GA G/F/E FE DD;&;_B;d;0;0;44;1/8;;
397;2464;1;1;dd fd dc cA | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
398;2464;2;1;dd f!mark!e !mark!e!mark!d !mark!d!mark!B | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
399;2465;1;1;dd fd dc cA | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
400;2465;2;1;dd f!mark!e !mark!e!mark!d !mark!d!mark!B | BB dB BA AA;&;_B _E;g;0;0;44;1/8;;
401;800;1;1;dB BG Bd de | cA AF Ac cd;&;^F;g;0;0;C;1/8;;
402;801;1;1;dB BG Bd de | cA AF Ac cd;&;^F;g;0;0;C;1/8;;
403;802;1;1;dB BG Bd de | cA AF Ac cd;&;^F;g;0;0;C;1/8;;
404;803;1;1;dB BG Bd de | cA AF Ac cd;&;^F;g;0;0;C;1/8;;
405;804;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;C;1/8;;
406;804;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;C;1/8;;
407;812;1;1;DD FA AG FE | AG EF DD DD;&;;d;0;0;0;1/8;;
408;808;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;C;1/8;;
409;808;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;C;1/8;;
410;811;1;1;CC ED GD EC | FD ED EC CC;&;_E;c;0;0;0;1/8;;
411;812;1;1;DF AA GF EE | AA GE FD DD;&;;d;0;0;0;1/8;;
412;813;1;1;ee dc ec Bc | ee dc BB AA;&;;a;0;0;24;1/8;;
413;814;1;1;AA dc dB AG/A/ | dc dB AG GG;&;_B _E;g;0;0;C;1/8;;
414;815;1;1;ED EG GF FE | GE ED DC CC;&;_E;c;0;0;24;1/8;;
415;396;1;1;FF/A/ BA cB AA | BG GF FF FF;&;_B;f;0;0;24;1/8;;
416;396;2;1;FF/A/ BA c!mark!A AA | BG !mark!FF FF FF;&;_B;f;0;0;24;1/8;;
417;397;1;1;FF/A/ BA cB AA | BG GF FF FF;&;_B;f;0;0;24;1/8;;
418;397;2;1;FF/A/ BA c!mark!A AA | BG !mark!FF FF FF;&;_B;f;0;0;24;1/8;;
419;398;1;1;FF/A/ BA cB AA | BG GF FF FF;&;_B;f;0;0;24;1/8;;
420;398;2;1;FF/A/ BA c!mark!A AA | BG !mark!FF FF FF;&;_B;f;0;0;24;1/8;;
421;400;1;1;BB AF/A/ BA FE | GG ED EE EG;&;^F ^C ^G ^D;e;0;0;0;1/8;;
422;400;2;1;BB AF/A/ BA FE | GG !mark!DD EE E!mark!E;&;^F ^C ^G ^D;e;0;0;0;1/8;;
423;401;1;1;BB Bc dB BB | cA AA BG GG;&;^F;g;0;0;24;1/8;;
424;401;2;1;BB Bc dB BB | cA A!mark!F BG GG;&;^F;g;0;0;24;1/8;;
425;402;1;1;GG DD EE FF | EE DB, CC CC;&;;c;0;0;24;1/8;;
426;402;2;1;GG DD EE FF | EE D!mark!D CC CC;&;;c;0;0;24;1/8;;
427;403;1;1;Ac AA/B/ cB/A/ GG | Ac AB/A/ GG/E/ FF;&;_B;f;0;0;0;1/8;;
428;404;1;1;Ac AA/B/ cB/A/ GG | Ac AB/A/ GG/E/ FF;&;_B;f;0;0;0;1/8;;
429;405;1;1;Ac AA/B/ cB/A/ GG | Ac AB/A/ GG/E/ FF;&;_B;f;0;0;0;1/8;;
430;406;1;1;CG EC GF DC | CF DB, FD CC;&;;c;0;1/4=80;0;1/8;;
431;407;1;1;AG BA AF FF | AG GE GF FF;&;^F ^C;#f(d?);0;1/4=100;24;1/8;;
432;408;1;1;AG BA AF FF | AG GE GF FF;&;^F;"d;#f";0;0;24;1/8;;
433;409;1;1;dd ed dc AB | cc dc AG GG;&;^F;g;0;0;24;1/8;;
434;410;1;1;ec cB cA AG | cA AG BG GG;&;;g;0;0;0;1/8;;
435;411;1;1;dB dd BA Ae | dB cB AG GG;&;^F;g;0;1/4=100;0;1/8;;
436;411;2;1;dB dd BA Ae | dB cB AG G!mark!B;&;^F;g;0;1/4=100;0;1/8;;
437;412;1;1;FF BG AF FF | GE EE GF FF;&;^F ^G;#f;0;0;0;1/8;;
438;413;1;1;dB dd BB GG | ee ec BB BB;&;^F;"g;h";0;0;24;1/8;;
439;414;1;1;GE GG GE DD | EE BB BA FF;&;^F;"e;#f";0;0;24;1/8;;
440;415;1;1;dd Be dd BB | cA Ad cc BB;&;^F;"g;h";0;0;24;1/8;;
441;416;1;1;BB/c/ dd cA AA | ee dc dB BB;&;^F;"g;h";0;0;24;1/8;;
442;418;1;1B;c>d cF AG EG | B>c BE GF EF;&;_B;f;0;0;C;1/8;;
443;419;1;1;CE GG AD FE | CC ED FB, CC;&;;c;0;0;0;1/8;;
444;419;2;1;CE GG A!mark!E FE | C!mark!E ED FB, CC;&;;c;0;0;0;1/8;;
445;420;1;1;cc ee dB BB | cA Ac GG GG;&;;"a;g";0;0;C;1/8;;
446;420;2;1;cc ee dB B!mark!d | cA Ac !mark!A!mark!A !mark!A!mark!A;&;;"a;g";0;0;C;1/8;;
447;421;1;1;cc ee dB BB | cA Ac GG GG;&;;"a;g";0;0;C;1/8;;
448;421;2;1;cc ee dB B!mark!A | cA Ac !mark!A!mark!A !mark!A!mark!A;&;;"a;g";0;0;C;1/8;;
449;422;1;1;cc Bd AA GG | Ac BB AA GG;&;;"a;g";0;0;C;1/8;;
450;423;1;1;ce dc dB AA | cd cB cA GG;&;;"c;g";0;0;24;1/8;;
451;424;1;1;GB GG GG FD | FA FF FD GG;&;^F;g;0;0;C;1/8;;
452;425;1;1;AA GA BB GE | BB AB cA AA;&;^F ^C ^G;a;0;0;24;1/8;;
453;425;2;1;AA GA BB GE | BB AB c!mark!B AA;&;^F ^C ^G;a;0;0;24;1/8;;
454;426;1;1;ec cA AG GG | dB de/d/ CC CC;&;;c;0;0;24;1/8;;
455;427;1;1;BB GD FF ED | cc AF BB GG;&;^F;g;0;1/4=100;0;1/8;;
456;427;2;1;BB GD !mark!^F!mark!G ED | cc AF BB GG;&;^F;g;0;1/4=100;0;1/8;;
457;428;1;1;cG dd fe Bc | ce dd/G/ cc cc;&;;c;0;0;0;1/8;;
458;429;1;1;BB GG EG BA | cA FF DD GG;&;^F;g;0;0;0;1/8;;
459;429;2;1;BB G!mark!E EG BA | cA FF !mark!E!mark!F GG;&;^F;g;0;0;0;1/8;;
460;431;1;1;BB/d/ BB AA/G/ GG | AA/G/ FD BB GG;&;^F;g;0;1/4=100;24;1/8;;
461;431;2;1;BB/d/ BB AA/G/ GG | AA/G/ FD BB G!mark!B;&;^F;g;0;1/4=100;24;1/8;;
462;432;1;1E/2B;d>A AA A>F AA | A>F GF DD D D2;&;^F ^C;d;0;0;24;1/8;;
463;432;2;1E/2B;d>A AA A>F !mark!F!mark!D | !mark!A,>!mark!A, !mark!A,!mark!A, DD D D2;&;^F ^C;d;0;0;24;1/8;;
464;433;1;1;dd Fd cc cA | GA/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
465;433;2;1;dd Fd cc cA | G!mark!G/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
466;434;1;1;dd Fd cc cA | GA/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
467;434;2;1;dd Fd cc cA | G!mark!G/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
468;435;1;1;dd Fd cc cA | GA/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
469;435;2;1;dd Fd cc cA | G!mark!G/B/ dc AA AC;&;_B;"f;a";0;0;24;1/8;;
470;436;1;1;BA dd cB AG | AG cc BA GG;&;_B;g;0;0;C;1/8;;
471;437;1;1;BA dd c_B AG | AG cc BA GG;&;_B;g;0;0;C;1/8;;
472;438;1;1;BA dd c_B AG | AG cc BA GG;&;_B;g;0;0;C;1/8;;
473;439;1;1;Bd dB c_B dc | BA cB AG GG;&;_B;g;0;0;C;1/8;;
474;440;1;9B/9F;A>A c>c e>e d>c | e>e c>B c>A AA;&;;a;0;0;44;1/8;;
475;441;1;1;BA cB dc BA | dc BA GG GG;&;_B _E;g;0;0;24;1/8;;
476;442;1;1;AA ed cB AA | AA dc BB AA;&;;a;0;0;C;1/8;;
477;443;1;1;dB dB cA FA | cA cB AG GG;&;_B _E;g;0;0;24;1/8;;
478;444;1;1;GG AF FD DF | GE CC CD DD;&;;"c;d";0;0;24;1/8;;
479;445;1;2;CE GG FG F HD2 | CE FF DE D HC2;&;;c;0;1/4=92;0;1/8;;
480;446;1;2;EC GG EG F HD2 | EC FE DF E HD2;&;;"c;d";0;1/4=192;0;1/8;;
481;446;2;2;EC GG !mark!FG F HD2 | EC FE DF E HD2;&;;"c;d";0;1/4=192;0;1/8;;
482;447;1;2;ee dB BA F HG2 | BB GF BA F HG2;&;^F;g;e�=h;0;24;1/8;;
483;447;2;2;ee dB !mark!cA F HG2 | BB GF BA F HG2;&;^F;g;e�=h;0;24;1/8;;
484;448;1;2;ee ee fd d Hd2 | ce fd dc c Hc2;&;;c;0;0;42;1/8;;
485;449;1;1;cB AB cB AG | BB AA GG GG;&;^F;g;0;0;24;1/8;;
486;450;1;1;AF EG FD DD | EE GE FD DD;&;^F ^C;d;0;0;24;1/8;;
487;452;1;2;ee dB BA F HG2 | BB GF BA F HG2;&;^F;g;0;0;24;1/8;;
488;452;2;2;ee dB !mark!cA F HG2 | BB GF BA F HG2;&;^F;g;0;0;24;1/8;;
489;453;1;4;dd2 dB2 BG2 GG2 | BB2 BA2 BG2 GG2;&;^F;g;0;1/4=136;24;1/8;;
490;454;1;1;dd dd dA AA | cc cc BB AA;&;^F;"g;a";0;1/4=150;24;1/8;;
491;454;2;1;dd dd dA AA | !mark!Ec cc B!mark!A AA;&;^F;"g;a";0;1/4=150;24;1/8;;
492;455;1;1;Ad dc cA AA | Ac cB BA AA;&;;"g;a";0;0;24;1/8;;
493;455;2;1;Ad dc cA AA | Ac cB B!mark!G !mark!G!mark!G;&;;"g;a";0;0;24;1/8;;
494;456;1;5;BB d2 B2 | eG G2 G2 | AA c2 A2 BG G2 G2;&;;g;0;1/4=124;24;1/8;;
495;456;2;5;BB d2 B2 | eG G2 G2 | !mark!^!mark!^ c2 A2 BG G2 G2;&;;g;0;1/4=124;24;1/8;;
496;458;1;1;AF GG AF GG | AF GG AF GG;&;^F;g;0;0;48;1/8;;
497;459;1;1;cc AB cc AA | cc AB cc AA;&;;a;0;0;24;1/8;;
498;460;1;2;FA AF GE E HD2 | GF EF GF E HD2;&;^F ^C;d;0;0;24;1/8;;
499;461;1;2;FA AF GE E HD2 | GF EF GF E HD2;&;^F ^C;d;0;0;24;1/8;;
500;462;1;1;GA GB dc BA | dB AA AG GG;&;^F;g;0;1/8=156;48;1/8;;
501;463;1;4;GA2 BA2 AG2 GD2 | GA2 BA2 AG2 FG2;&;^F;g;0;0;34;1/8;;
502;464;1;4;BB2 ed2 dB2 BB2 | BA2 AA2 dB2 BB2;&;^F;h;0;0;68;1/8;;
503;465;1;5;ed d2 B2 | ed d2 d2 | dc B2 A2 BG G2 G2;&;^F;g;0;1/8=168;28/48;1/8;;
504;465;2;5;ed d2 !mark!A2 | ed d2 d2 | dc B2 A2 !mark!AG G2 G2;&;^F;g;0;1/8=168;28/48;1/8;;
505;466;1;5B;G>G B2 G2 | d>c B2 G2 | c>B A2 D2 | B>A G2 G2;&;^F;g;0;0;34;1/8;;
506;467;1;1;cd ec ed cB | Bc dB dc AA;&;_B _E  _A  _D;ba;0;0;0;1/8;;
507;468;1;1;ed ec AG ce | ec dc BA AA;&;;a;e�=fis;0;24;1/8;;
508;468;2;1;ed ec AG ce | ec dc BA A!mark!A/c/;&;;a;e�=fis;0;24;1/8;;
509;469;1;5;AB c2 B2 | AG G2 A2 | BA A2 G2 GF F2 F2;&;_B;f;0;0;34;1/8;;
510;470;1;4;FA2 FA2 BG2 DG2 | FA2 FA2 BG2 GG2;&;^F;g;0;0;0;1/8;;
511;471;1;4;Bc2 dc2 cB2 AA2 | Ac2 d/c/B2 BB2 AA2;&;;a;0;0;24;1/8;;
512;472;1;4;Bc2 dc2 cB2 AA2 | Ac2 d/c/B2 BB2 AA2;&;;a;0;0;24;1/8;;
513;473;1;1;GG AB cB AB | cB AA AG GG;&;^F;g;0;0;24;1/8;;
514;473;2;1;GG AB cB AB | cB A!mark!G AG GG;&;^F;g;0;0;24;1/8;;
515;474;1;1;GG AB cB BA | BB AG AG GG;&;;g;0;0;58-38;1/8;;
516;474;2;1;GG AB cB !mark!AA | BB A!mark!A AG GG;&;;g;0;0;58-38;1/8;;
517;475;1;1;BA GB AG FA | GF GA FF FF;&;_B;f;0;1/4=80;C;1/8;;
518;476;1;1;BA GB AG FA | GF GA FF FF;&;_B;f;0;1/4=60;C;1/8;;
519;477;1;1;GG cG cA GG | cA GG GG GG;&;;g;0;0;24;1/8;;
520;478;1;3A;GB B HA2 AA G HG2 | AB B HA2 AG G HG2;&;^F;g;0;0;24;1/8;;
521;479;1;3A;GG A HB2 cB B HG2 | Ac B HA2 BG G HG2;&;^F;g;0;0;24;1/8;;
522;481;1;1;cA Ac cA AG | cA AB GF FF;&;_B;f;0;0;24;1/8;;
523;482;1;1;Gd dc d/c/B dB | Gd dc dB AA;&;;a;0;0;24;1/8;;
524;483;1;1;Gd dB d/c/B/c/ dB | Gd dB cA AA;&;;a,g;0;0;24;1/8;;
525;484;1;1;AA FA GF EG | GE DF DD DD;&;_B;d;0;0;24;1/8;;
526;484;2;1;AA FA GF EG | GE DF DD D!mark!E/F/;&;_B;d;0;0;24;1/8;;
527;485;1;1;dd BG AA/B/ GB | cc/B/ BG AA/F/ GG;&;^F;g;0;0;24;1/8;;
528;486;1;1;ef gg gg eg | fe de fe ee;&;;"c;e";0;0;24;1/8;;
529;487;1;1;BB dB AA AF | GG BG FF EC;&;_B;f;0;0;24;1/8;;
530;488;1;1;FF/G/ FA cB/c/ AF | cB/c/ AG AF FF;&;_B;f;0;0;24;1/8;;
531;489;1;1;dd cA BG GA/B/ | cA dc BG GG;&;_B _E;g;0;0;C;1/8;;
532;489;2;1;dd cA BG GA/B/ | cA d!mark!B BG GG;&;_B _E;g;0;0;C;1/8;;
533;490;1;1;dd cA BG GA/B/ | cA dc BG GG;&;_B;g;0;0;C;1/8;;
534;490;2;1;dd cA BG GA/B/ | cA d!mark!B BG GG;&;_B;g;0;0;C;1/8;;
535;491;1;1;dd cA BG GA/B/ | cA dc BG GG;&;_B;g;0;0;C;1/8;;
536;491;2;1;dd cA BG GA/B/ | cA d!mark!B BG GG;&;_B;g;0;0;C;1/8;;
537;492;1;1;dd cA BG GA/B/ | cA dc BG GG;&;_B;g;0;0;C;1/8;;
538;492;2;1;dd cA BG GA/B/ | cA d!mark!B BG GG;&;_B;g;0;0;C;1/8;;
539;493;1;1;dB dd cA AA | cA AA GG GG;&;^F;g;0;0;24;1/8;;
540;493;2;1;dB dd !mark!dA AA | cA AA GG GG;&;^F;g;0;0;24;1/8;;
541;494;1;1;dB dB BA AA | cA AG GG GG;&;^F;g;0;0;24;1/8;;
542;495;1;1;Bd dB cB AA | cc AA BA GG;&;^F;g;0;0;24;1/8;;
543;495;2;1;Bd dB cB AA | !mark!Ac AA BA GG;&;^F;g;0;0;24;1/8;;
544;496;1;1;Bd dB cB AA | cc AA BA GG;&;^F;g;0;0;24;1/8;;
545;496;2;1;Bd dB cB AA | !mark!Ac AA BA GG;&;^F;g;0;0;24;1/8;;
546;497;1;1;dd de dB BB | cA AA GG GG;&;^F;g;0;0;24;1/8;;
547;498;1;1;dB BG cA Ac | cA FA AG GG;&;^F;g;0;0;24;1/8;;
548;498;2;1;dB BG cA A!mark!A | !mark!FA !mark!cA !mark!BG GG;&;^F;g;0;0;24;1/8;;
549;499;1;1;Bd Bc BA AG | Bc AB AG GG;&;;g;0;0;24;1/8;;
550;500;1;1;Bd Bc BA AG | Bc AB AG GG;&;;g;0;0;24;1/8;;
551;501;1;1;Bd Bc BA AG | Bc AB AG GG;&;;g;0;0;24;1/8;;
